vintage_id,wine_id
18133289,76037
20908253,1695211
20963538,1798898
19391422,1146400
1756823,1178666
3144052,1188387
1461567,1170076
151295331,5217761
14397282,61424
14525575,1173064
152386434,1146552
19018054,14508
19137729,1125870
14481613,76853
159910585,6966848
1929746,1177306
21605883,1146633
23829875,1714479
17326821,1668285
22567645,1202389
2556749,1635026
1400907,1150510
21680714,5114
6152667,1190233
7411058,1221559
24323009,1514580
18220942,3205865
28859754,2303256
1801396,13563
8802756,1134431
143151674,1481995
143943080,2493782
2485837,1374615
157048380,6317838
156662250,6220384
146056827,1265933
9462719,1946979
20034626,1309152
15366469,1125149
6195883,1151306
57101959,1577616
4512140,1287347
14249058,1131037
20078780,1492435
148601733,1180970
29155945,1197785
143260510,1924186
67687497,1160986
18456665,1146914
14488978,1146549
22167574,3231873
8133872,1966936
158078621,1130457
1969450,1166955
156359217,5977722
23842028,2341512
144096764,1609125
143587996,1222565
157064865,5323446
157947738,1262634
143421553,1175600
2704887,1224735
146348369,1621180
16726460,6161
2499405,1642297
2800786,1733516
1501364,1219845
35480874,1144452
143342092,1663316
52802543,2303148
53660172,1244494
3730753,1870643
1490061,90820
81777255,1143497
13143763,2870792
14571290,1282631
14315163,17658
62941954,1171218
146540311,4417837
141706780,3162870
15288724,1270734
17061227,2297087
152414847,1626
3057005,1476800
21304105,1170259
15632231,1143933
2275170,1263430
21110467,1197391
33110278,3195998
16957283,1703150
137927288,1131055
150580677,17074
143279966,1635250
24870460,1130999
152664136,4896287
14535044,1100286
144737815,2338732
147098185,4898925
14634817,1131035
27717450,1147367
27674467,2067120
13224,12579
24747884,1148754
147033525,2907440
1823581,98625
30238195,10221
2917696,1785628
161271023,6345820
144877885,1137064
20092068,2317289
16241214,1143981
20752774,1987626
1477685,1280847
16020869,1984312
83932491,2478178
1477443,1126475
21126098,99884
1565885,1200545
15116171,1207941
162291525,7739084
1155355,1131003
1338852,1136699
149291210,1975751
30937569,1131076
20147676,5109
19713903,1153635
1540812,1084597
146743664,4801666
2795555,1744385
151528930,5291242
7900443,1150519
146755638,1231606
23067482,1213432
1174801,13527
150016067,5131692
154768216,5760270
96341406,2526
3902144,1137408
18773428,76851
3700239,2017788
22933209,1215389
19987470,1373158
30088421,1230934
4852139,1572777
38319529,2806570
19174399,81747
1756969,1136012
141415233,2445529
150626733,1138379
18090910,1226565
3288989,1399369
14745132,1296309
141475550,1269042
29771092,1181167
141166831,1163897
3606709,1758997
18388139,1508239
19106634,1124298
146078350,1675434
46299103,2550984
142603748,1378630
1891154,1425941
21567949,1175042
20517564,1171798
7043540,80454
3155224,1195571
32076096,12737
11540700,2450933
15059074,1243406
124890219,1183473
1233903,1105691
2129185,83845
20974444,1253246
1929467,1211922
150891434,1626602
3663689,1213672
41182519,2590706
10095019,1236666
17392273,1200882
152733870,4781495
22395269,23879
14226383,1126219
2883483,10069
142942533,1810194
44112481,1270826
144784788,1926348
111557430,1548292
19497694,1243543
3012438,1817633
26350014,1368076
123012323,1201202
21127141,1202944
143360869,1880933
7995585,2428496
1485920,1126470
35276215,2812225
115941543,1225564
104081608,1677908
142552355,3537343
149280054,1622630
14730275,1206543
1718419,1210601
30909504,2667768
144514112,1270652
14135075,79490
25742683,1555036
4417018,1987655
6027760,1984073
14901169,1300665
2142581,1297663
1191039,84688
6341183,1195860
17469900,1138206
45050329,88965
21272196,1237839
152419810,5404768
1381040,79059
3392588,1694424
3708145,2027938
1395081,78654
143224640,1206744
82309666,1525370
127353687,2183325
30028401,1755032
118086621,1974415
29331854,1702213
105169554,2464395
155050653,5832160
15139263,1539907
76771913,1193949
14464569,1861485
3456767,1948678
2531309,1278809
32586839,1981094
21832214,2386018
144749985,1874149
31342031,1134270
65234974,1508822
150170958,1385003
1741529,1277131
16003708,1162764
57165576,2481136
19503314,5717
1345881,6368
146510234,4827406
12000584,4504
27705558,1897140
144953420,1246024
145489285,3837518
150530744,1156148
1526581,1143794
23695821,1172589
147926457,1374724
16366743,1137824
7541838,1993195
1293987,84032
156617987,1925346
1812225,1200
22640547,1239581
1447071,1130479
144344643,1694177
20281568,1105467
149143308,1182229
18108075,1966519
2561309,1652719
2714734,1292497
142237423,4399881
28703165,1662878
1847760,1261916
26480965,87366
37080302,1681220
9937897,2502752
20563170,20647
50985708,1126941
123622638,2954751
142571003,2240506
3227112,76761
146783205,4849378
145821539,1764236
92291781,21466
28726070,2387411
1534288,1156149
8074136,1824493
23005321,1126923
1471854,76857
25324896,1263078
155036111,5822140
4209255,1131036
20116998,1193017
16890805,80363
14928661,1321168
55608888,1105466
20190093,2948436
7141371,2200226
17171256,1146551
22450316,2526500
142007921,2389317
25241168,1191310
3197962,1740048
146333007,4806844
152419926,5404799
1518948,1151126
21686733,2035132
1283818,1166810
20634808,1309230
18047340,76854
27505020,1952240
102388286,2708117
7911645,2563994
1935785,1441565
22297100,3201315
3416200,1923874
2671384,1700676
145411322,4507650
1976692,1163042
14873147,1377717
30910952,1524183
2591907,1177206
14322462,16587
17386251,1137169
24123965,3292334
4600954,2019358
15429009,1298077
28553641,1128175
14632464,77813
14483262,1169307
25058148,1103243
3700003,1725706
16869797,1236922
153230758,1179304
14594266,1373727
17411104,1669688
14483721,1149249
154589312,5713897
20868360,1996367
2043064,83070
16929666,1445
20204758,1209398
17303365,1269032
14650087,74072
22388982,2738345
114911117,2303806
156146125,1973766
57931139,2927924
1406720,1129315
24049217,2647436
23579,22174
154449116,5664078
1320653,1180801
21933978,1146329
143053851,2037207
15918205,1101191
4510061,11733
15831009,1127331
10685947,2629724
15508477,1187849
18883110,1218067
50775515,2674913
2091991,4948
19474945,1157615
144587183,4609162
18280490,22176
14459386,1286937
77717148,2648381
3273406,1210910
156577369,6170252
14689231,1145131
4298310,2128723
23878779,1928870
4506153,12405
22691350,1142913
143640646,4381779
17128229,1321427
3717107,2030927
154386382,4082879
14499859,2037623
16185454,1219935
20530056,2490697
88472013,1199954
1331875,1171616
20305232,1203045
4400910,2205976
24964542,1286520
144115825,4520296
156856922,6001530
155099312,5838016
20228237,1748985
18714363,1832930
14467924,81846
151332796,4298665
14517618,1159460
157034239,6314068
27974010,15142
30621105,28324
20135240,1756404
15252281,82195
2024167,1155121
5806115,1179392
16729858,1206213
14525605,1150252
35493085,1167071
59259968,3521385
15998907,1525820
10442359,2412090
17014168,1796316
25060707,4953
7071948,1726570
37925378,2263847
3518881,1146315
156158526,1256410
150842253,1652300
159428531,6997114
141966244,4382335
29732781,98028
112393043,1610504
12338547,74074
26724233,1610937
163213576,8018464
4404278,1189879
93888793,2574252
142679899,4235945
19369821,2215571
1259578,8039
155252517,5776433
164942941,4303295
154343730,5642064
144514873,2076560
20856704,1100953
10482637,1168762
4543963,1156764
10863726,1214972
20454453,1159797
9015585,2645755
1505901,1153464
15467740,74075
16399067,1885986
14127508,2362791
148107623,4759955
141679238,1141270
8992283,1546524
3984875,5792
148716108,3436615
133865246,3559892
14889535,3576
152829322,1743137
22551482,2259055
2761210,1425840
22487540,2616475
157493116,6446937
156791972,1138771
105785741,2376658
158170791,6449393
157796868,6537053
102854560,1163875
4286741,1162312
91439827,2590883
144929738,1187155
155599257,5962075
144540692,22440
117763582,1146042
150321341,1408338
150649673,2688616
14865873,18541
152256663,1694750
31762561,1472176
21928310,3264563
1510523,1108728
13755255,1790971
4090151,1253414
156466425,5515774
9220025,1272239
20001252,2664975
14628831,1274288
19353417,2340
16705384,71214
19128285,1238551
101491196,1666548
150342471,1171934
150519252,2649897
151961888,1157241
13176496,2462710
145840492,4234059
22214702,1814183
141128527,1725212
22458745,2665704
23097352,1423563
43431003,19058
3132541,1190827
16945154,1637481
125740058,1194965
124626957,1556959
4126855,15499
1834161,1374680
1476553,1138250
61594212,1817010
145669147,4726841
1670078,12216
4530410,2237000
14436350,1139508
51598443,2124358
6035787,1394830
157437928,6430536
1400763,14433
143025794,3251231
19561939,1938520
19074508,1135304
3530957,15198
19261636,1194123
26306562,1451876
113875435,81842
153436811,5618660
23047011,1238595
14180865,1496156
155391048,5733649
150442231,3868131
156186196,1726043
35962331,1190693
2080484,1226450
7142569,1433292
154828132,5772955
154848794,5698991
147435534,2585131
31909439,1667585
15227182,78356
145786047,4661885
15511259,1891328
137253062,3539038
145222611,1198897
33351928,1445814
49093934,2617353
1677412,1101107
140886488,2500972
145301145,4642097
89976820,1294904
1481623,1142824
14994934,79853
30079926,1627388
146937375,4500470
151408499,1979359
54141746,1740126
25321758,2394630
26377573,1153495
22872192,1169718
12488830,2653633
22014362,1443488
155118501,5616298
23444359,1136236
122527871,2589236
14259882,1529400
5726372,1100318
6198413,92529
143050030,4460318
15914458,1690332
5081394,2116856
1389137,1249295
143583095,4502634
5141132,1188572
156646038,6157410
53387572,2373417
73498393,1192681
155560426,5954038
18756753,3227804
144426616,4450972
53529245,1138495
20629785,1155598
160009258,6324906
14792678,74073
5041376,1229862
160519161,7276803
155379998,5912805
1483239,1207106
23029377,1137805
143202198,1157237
1350410,1129541
1525115,1287642
15114986,2417691
147285589,4919269
20641484,52044
29002188,3599149
36021741,3746442
153019950,5445926
14708470,1134360
148565382,4317172
158762820,6815639
2028813,16737
155376954,5805513
141821345,3117723
147370812,2867390
152575200,1264232
141954136,1318139
7253044,1409239
19731646,78547
3331077,1205108
141731884,2625344
23728687,2349215
20017665,1168155
151638512,4447549
16623999,1296196
154705933,5727069
29714044,1147886
42559780,1472292
54541799,2164944
1635227,1164116
144360994,2310364
15139614,1145133
30944890,1168160
18326004,1174120
51598722,3871562
23658310,1205384
154630346,5686341
153234068,4460515
141698672,4362333
14593923,1177277
35834842,1110454
90305453,4065654
66747401,1282100
3157288,1863093
15812541,1992111
48426005,1172560
30443083,1162863
154589379,5715994
143458549,4382421
30989299,2090570
25392459,20638
24867478,2332083
2798081,23751
148923085,4881532
12720366,2905896
15468501,1129841
14268167,1126922
133025596,2228383
16226981,1227889
3176718,1239528
15875416,1759093
94266345,3394562
20199036,1245573
23025683,2580841
22424460,1219785
2788359,1155211
46073042,1318848
1400130,1253749
15786962,8023
152356913,1416376
57757243,1107366
14246066,2317428
25289010,3254077
22682713,1911725
14447176,1277026
20834543,1668391
4518994,2149976
142000406,2111480
4704209,1125141
1243197,1182385
1218346,1155257
142834546,4137215
53042986,2864804
18667784,81844
149645636,3933723
19937434,1934346
159747221,1624388
15507647,97716
14891443,1143927
158272342,6631986
77502827,7717
18027162,2393491
30522868,1127250
157357948,2013333
40706530,2716620
1649889,1310989
22818608,1180558
2887970,1171278
156200825,6105934
2411164,84919
151127276,22179
144407457,4587858
138920690,4213037
153192871,5509286
