vintage_id,wine_id,types
14904738,1125308,Red wine
22520962,2604055,Red wine
27445613,2445924,Red wine
1213320,1147486,Red wine
142960648,1244438,Red wine
8714995,2300616,Red wine
1408886,1248806,Sparkling wine
113187029,1204207,Red wine
20817296,1183818,Red wine
24288854,1214992,White wine
14789791,1175936,Red wine
159950912,1234505,White wine
22057313,1292098,Red wine
14643514,1226750,Red wine
145959599,2329302,Red wine
20899837,1136116,White wine
17564393,2220025,Red wine
115453715,1323671,Red wine
12188692,9844,Red wine
151813760,5317128,Red wine
144937775,4645463,Red wine
15066645,22141,Red wine
143937607,1651515,Red wine
8606043,1615245,Red wine
89761233,1541268,White wine
17812742,1149321,Red wine
150974930,9797,Red wine
19320815,1379074,Red wine
136755452,1158327,Red wine
25285039,1752790,Red wine
20444623,49744,Red wine
1519570,1177661,Sparkling wine
19390594,1219923,Red wine
151145964,94378,White wine
3621070,1145921,Red wine
16162672,1205748,Red wine
3510569,1965409,White wine
4080781,1189376,Red wine
92076893,1137996,Red wine
4699623,15814,Red wine
26125211,13391,Red wine
141187849,3569108,Red wine
52683479,1433432,Red wine
3095661,1775962,Red wine
95785695,1706071,Red wine
3000310,18113,White wine
141744367,1366312,Red wine
15225389,1963108,Red wine
16779722,1100749,Red wine
147364359,4928570,Red wine
1358940,1152209,Red wine
3481101,1102048,Red wine
4080504,1443494,Red wine
31745428,100346,Red wine
19301130,1147398,Red wine
97938102,1410328,Red wine
15412896,78739,Red wine
12715869,19437,Red wine
146405624,4812684,Red wine
35355770,2255988,Red wine
15166032,1136487,Red wine
14739412,1133244,White wine
1330633,13756,Red wine
22237790,1226229,Sparkling wine
15432040,1142395,Red wine
14864895,22265,Red wine
15073065,13402,Red wine
22953223,79967,Red wine
133718559,2497534,Red wine
152536079,5426598,Red wine
6865128,23064,Red wine
14940724,1138686,Red wine
158494263,6739392,Red wine
3916504,2080162,Red wine
1206032,1159313,Red wine
21419244,1149288,Red wine
2845103,11852,Red wine
103823221,3946767,Red wine
6169955,1133241,Red wine
30715272,73846,Red wine
14875040,1251730,Red wine
3822750,1873443,Red wine
154895818,5792649,Red wine
20242874,1277102,Red wine
21251689,1172211,Red wine
1946533,1238929,Red wine
2095438,1499214,Red wine
19202793,94438,Red wine
14643464,452,Red wine
143342109,2299571,Red wine
2466769,95499,Red wine
150564417,1888560,Red wine
20726720,18795,Red wine
2145139,1516707,Red wine
147130607,4898486,White wine
106707674,66044,Red wine
18840141,1847146,Red wine
122520370,1764894,Red wine
142611317,1175393,Sparkling wine
15922428,84065,Red wine
24207395,1136427,Red wine
146646276,1676437,Red wine
15044657,1229021,Sparkling wine
1471049,1197287,White wine
158572709,6705903,Red wine
21417180,1189541,Red wine
68627122,90728,Red wine
15081204,23294,Red wine
14289789,1508100,Red wine
31037251,1713019,Red wine
21258202,77441,Red wine
18513847,1510372,White wine
15466632,81980,Red wine
15368423,8272,White wine
2994595,1811660,Red wine
136446343,4211355,Red wine
23030837,1215727,Red wine
2141078,1148248,Red wine
26764308,2472565,Red wine
18851215,10311,White wine
1471597,13752,Red wine
130816190,1637768,Red wine
42075617,1234326,Red wine
15316057,1236683,Red wine
14437430,1157796,Sparkling wine
1163272,1136300,Red wine
22161896,88377,Red wine
110113522,1168436,Red wine
33007655,3652602,Red wine
25795020,1136647,Red wine
19166960,1380848,Red wine
15790001,1759394,Red wine
20075218,1298707,Red wine
17919561,17462,Red wine
17309509,1138136,Red wine
155463679,2137269,Red wine
14788228,80226,Red wine
14194835,1850403,Red wine
150850423,4162346,Red wine
19437080,1175861,White wine
15406193,80242,Red wine
16789711,1144268,Red wine
14427917,1143728,Red wine
19290595,2279717,Red wine
1272652,1136991,Red wine
28313198,1996769,Red wine
14915647,1142956,Red wine
15209198,1210024,Red wine
15921079,1384784,Red wine
54856338,3645621,Red wine
143423937,4488313,Red wine
14396220,71324,Red wine
25400607,1162215,Red wine
24384707,1180029,Red wine
14411790,93284,Red wine
14419909,2889,Red wine
156367903,1153696,Red wine
15034923,1291523,Red wine
1825587,7974,Red wine
14592341,1127704,Red wine
151331300,1200899,Red wine
17136089,98569,Red wine
20996530,1154128,Red wine
6082722,2058816,Red wine
22583911,1269657,Red wine
20071752,1631172,White wine
9910320,1135897,Red wine
17291382,3478,Red wine
150564271,1143534,White wine
16361568,1155915,Red wine
97207343,1470685,Red wine
14338084,1453556,Red wine
143228020,4318018,Red wine
14202422,1138165,White wine
22607802,48354,Red wine
5834869,2138305,Red wine
152419591,5404705,White wine
6061966,1167909,Red wine
14987929,86683,Red wine
14957187,1162048,Red wine
17099252,1141082,Red wine
21138558,1131303,Red wine
23643781,1136408,White wine
34303888,1657698,Red wine
14515631,2305446,Red wine
126482053,1727622,White wine
1346947,1229671,Red wine
19978974,2014583,Red wine
16433426,1163562,Red wine
35575645,84445,Red wine
15445837,1149367,Red wine
20393767,1127520,Red wine
32493425,1529431,Red wine
20034758,1148885,Red wine
18165350,2364791,Red wine
14344063,71274,Red wine
3367463,1134244,Red wine
93451088,1155807,Red wine
14695021,23095,Red wine
14202391,67754,White wine
14301502,1645067,Red wine
18590752,97129,Red wine
6784316,1730668,Red wine
14296289,1135755,Red wine
141394031,1656954,Red wine
16682382,1167990,Red wine
14937930,75626,Red wine
144735924,4619193,White wine
155325446,5898708,Red wine
18909346,1206734,Red wine
4494953,7145,White wine
14814369,80228,Red wine
3004899,13670,Red wine
4675257,76308,Red wine
14226964,20993,Red wine
2462539,72524,Red wine
18774435,15167,Red wine
17470175,76305,Red wine
16487489,1127340,Red wine
17093250,1268730,Red wine
15043827,25474,Red wine
14250542,1165806,Red wine
29232454,23810,Red wine
1819081,1150684,Red wine
6615330,1184083,Red wine
14613406,1757916,Red wine
54333521,10926,Red wine
142897481,1135624,Red wine
156770205,13383,Red wine
19209756,1507069,Red wine
15075762,13751,Red wine
60167899,1134111,Red wine
15892917,1714603,Red wine
15449632,81758,Red wine
14181867,1195590,Red wine
14738526,82193,Red wine
16660807,1166861,White wine
14179837,67074,Red wine
39413410,1191174,Red wine
93373177,1291200,Red wine
4424623,82192,White wine
21792247,1107951,Red wine
3521137,97147,Red wine
14516373,1278529,White wine
14543809,1651804,Red wine
14589712,3481,Red wine
22645972,1131273,Red wine
20669007,1154225,White wine
27373492,1151280,Red wine
16998626,7246,White wine
7660764,1208569,Red wine
2668278,1399070,Red wine
3215832,15149,Red wine
15046011,1129915,Red wine
15236264,1260933,Red wine
146579623,4835561,Red wine
16465731,92537,Red wine
145913376,4757347,White wine
19236012,1159260,Red wine
2179554,1178695,Red wine
147599025,1690207,White wine
14986033,1172893,Red wine
14437178,1222274,Red wine
113676542,75615,Red wine
15890892,1123348,White wine
18932281,21647,Red wine
14585841,1126519,Red wine
19520394,1159110,Red wine
14134269,1150781,Red wine
14194176,89884,Red wine
20286598,1175699,White wine
1229173,1138368,Red wine
31568643,1169408,Red wine
18444172,1145711,Red wine
14963633,8187,Red wine
14273270,22285,Red wine
157090271,6328581,Red wine
21090199,8314,Red wine
7136863,2406960,Red wine
15074965,1172823,Red wine
19365625,1149700,Red wine
18938830,72704,Red wine
15225105,1141395,Red wine
19579356,1179350,Red wine
23569916,1509866,Red wine
52604250,1157163,Red wine
16071051,1728926,White wine
1272954,1159878,Red wine
20379955,5101,Red wine
1348214,11298,Red wine
16054223,36374,Red wine
16027082,3504,Red wine
105054097,4170705,Red wine
3767830,1953295,Red wine
5069721,77760,Red wine
19366900,14517,Red wine
17877377,1127929,Red wine
22090064,1141447,Red wine
18521271,1692,White wine
156226391,1236999,Red wine
15746370,92515,Red wine
17958572,1374585,Red wine
20016531,67584,Red wine
143681571,4491241,Red wine
154249090,5562995,Red wine
51340845,1141119,Red wine
14659283,1199528,Red wine
17507239,1185771,Red wine
150413096,2027063,Red wine
22492002,63764,White wine
142780463,1184651,Red wine
4310407,14374,Red wine
14205028,1376560,Red wine
49070868,1214739,Red wine
19258842,1229265,Red wine
14440314,71334,Red wine
141345870,1768500,Red wine
15120405,1154830,Red wine
19075747,18099,Red wine
14435500,1196001,Red wine
16213908,13392,Red wine
89357,10922,Red wine
19744710,1743262,Red wine
1540736,18931,Sparkling wine
71929923,2118319,Sparkling wine
15649926,1368890,Red wine
18428657,1142689,Red wine
3450944,80232,Red wine
17986787,1926899,Red wine
16791059,1128903,Red wine
14674277,1695773,Red wine
5127445,1181213,Red wine
15685281,1674591,Red wine
14912741,1150790,Red wine
14225216,15504,Red wine
16935253,1154301,Red wine
2368551,1397381,Red wine
4058160,2657,White wine
2972632,1385596,Red wine
149483043,5109319,Red wine
14658275,1234111,Red wine
19125269,1151041,Red wine
16338738,22771,Red wine
19363292,1165311,Red wine
17975761,1814876,Red wine
156132232,6089054,White wine
16053141,2020582,Red wine
15135753,14943,Red wine
17018953,80339,Red wine
156729861,6111477,Red wine
5620568,1302651,Red wine
2528537,1890,Red wine
15481846,79282,Red wine
62505715,1245649,Red wine
4590413,77576,Red wine
146114191,4780923,Red wine
14709573,1141558,Red wine
17494743,1235048,Red wine
148729479,4405548,Red wine
14580457,69694,White wine
15453208,1141683,Red wine
17618721,10400,Red wine
15323011,13406,Red wine
146996131,4854758,Red wine
14131775,1152488,White wine
21072648,1100124,Red wine
23474571,21495,Red wine
16051433,1147894,Red wine
164942605,1377390,Red wine
19290606,1486647,Rosé wine
15252223,1161006,Red wine
20656720,91988,Red wine
14739208,93055,Red wine
56036551,1131272,Red wine
152489676,5418496,Red wine
1158636,1133661,Red wine
15280350,1131274,Red wine
14635963,23337,Red wine
14585159,22954,Red wine
2185306,1141120,Red wine
23115334,2144797,White wine
19503385,1150450,Red wine
14601139,1186911,Red wine
14107191,1688,White wine
6166053,13759,Red wine
25414579,1168621,Red wine
14365284,1526704,White wine
15952006,3652647,Red wine
19726590,1110421,Red wine
17016672,1244627,White wine
14286540,1143618,Red wine
66788057,1170220,Red wine
14941756,23097,Red wine
154812402,5739999,Red wine
14357811,1133829,Red wine
1578805,78720,Red wine
21003253,1287027,Red wine
14684265,1242389,Red wine
7193148,2298122,Red wine
2647262,1664699,Red wine
14998244,1137544,Red wine
18999879,6168,Red wine
14232548,1143504,White wine
19427694,91676,Red wine
20280347,1194190,Red wine
17596310,86571,Red wine
16432719,1141760,Red wine
14783489,2184,Red wine
21677918,2645695,Red wine
14449320,1128681,Red wine
14600456,1558098,Red wine
116869677,4194155,Red wine
15801025,1129174,Red wine
90099972,6409,Red wine
19190165,1129822,Red wine
14761127,1712454,Red wine
14940512,1149281,Red wine
17444400,1135756,Red wine
14381679,2017637,Red wine
17417344,1242145,Red wine
14599577,1234518,White wine
14823081,7662,White wine
20333788,84925,Red wine
68901199,2161356,Red wine
15257791,1193347,Red wine
14260545,2643786,Red wine
14135915,77567,Red wine
16368646,1254360,Red wine
143806169,1209170,Red wine
15652660,1129282,Red wine
2238158,1535772,Red wine
3579703,1967189,Red wine
30631223,3390101,Red wine
59428103,3916621,Red wine
17010912,1653,Red wine
14230455,77471,Red wine
14857434,1133656,Red wine
18723322,10307,Red wine
14912974,91981,Red wine
146520925,4828257,Red wine
1290481,1835,Red wine
5391047,1137767,Red wine
4181657,1493141,Red wine
14128080,67054,Red wine
14474857,71304,Red wine
15498012,1675,Red wine
14334745,1719416,Red wine
96191561,65994,Red wine
19330479,1301087,Red wine
15045916,7976,Red wine
14242829,1163013,Red wine
14884494,1526542,Red wine
64084369,1703619,Red wine
14579559,1258186,Red wine
15179107,1136029,Red wine
14257839,1141801,Red wine
14781867,2786,Red wine
14530829,2533540,Red wine
14644404,1791,Red wine
14257140,7936,Red wine
19609241,1633319,Red wine
18953519,1516856,Red wine
15509763,1870,Red wine
124712557,1205654,Red wine
5252470,10175,Red wine
2949285,1323302,Red wine
16626003,77149,Red wine
17927716,1666372,Red wine
14593918,1145637,Red wine
4116841,1223870,White wine
155229907,5866389,Red wine
14222844,1658,Red wine
15649224,27884,Red wine
18921593,83537,Red wine
14484476,68834,Red wine
18593519,91760,Red wine
14199370,1105374,Red wine
151427861,5282434,Red wine
14286520,1142441,Red wine
14391037,48344,Red wine
142932647,4438084,Red wine
145884845,4709168,Red wine
2175774,451,Red wine
17832874,98399,Red wine
14898939,1136728,Red wine
14213414,8195,Red wine
1488645,7972,Red wine
150991412,4965491,Red wine
19241643,1148116,Red wine
14431608,1651,Red wine
14624006,1369753,Red wine
19151764,1130394,Red wine
15827269,3099459,Red wine
14996070,8276,Red wine
41757188,1693979,Red wine
14388698,1387085,Red wine
14193587,3482,Red wine
14170769,93061,Red wine
14419110,1138140,Red wine
14396873,1126473,Red wine
14441372,1157077,Red wine
17673018,2092363,Red wine
14191490,1135265,Red wine
15167310,1852661,Red wine
14316605,7932,Red wine
1379758,1869,Red wine
14632823,1401663,Red wine
14778776,15239,Red wine
19932383,1124875,White wine
14812947,1838039,Red wine
14380106,2254874,Red wine
19158075,1136057,Red wine
14302248,77560,Red wine
141246371,4324779,Red wine
17378875,92579,Red wine
143820858,4511333,Red wine
14259289,1133674,Red wine
14242522,1143960,Red wine
15385598,1930284,Red wine
14690940,19445,Red wine
14592586,1516013,Red wine
14327007,1624671,Red wine
17459107,1637255,Red wine
1386687,7973,Red wine
19178335,1823360,Red wine
15950503,2388758,Red wine
1469140,1141118,Red wine
2055140,4086,Red wine
14451447,91991,Red wine
14211755,1654,Red wine
14156194,4091,Red wine
93023262,1161128,Red wine
15159701,13190,Red wine
16784475,12393,Red wine
14541789,1135641,Red wine
14126844,2483944,Red wine
14201010,1868605,Red wine
164942597,18929,Sparkling wine
14344719,71294,Red wine
20023403,1655,Red wine
14769423,77171,Red wine
16079114,1141354,Red wine
18586786,1759011,Red wine
144409634,2045286,Red wine
15016944,8184,Red wine
16363571,1500493,Red wine
14640624,1104824,Rosé wine
14393200,1659,Red wine
137910679,4301214,Red wine
14419436,68824,Red wine
14524139,21646,Red wine
14816280,6681,Red wine
14277431,1656,Red wine
14201930,4378,Red wine
14317603,7103,Red wine
15518330,1633194,Red wine
14349172,1107336,Red wine
14221882,21929,Red wine
14155244,1652,Red wine
15026501,59894,White wine
14125597,1130327,Red wine
14274183,1879,Red wine
31091768,1134660,Red wine
14340827,1124765,Red wine
14609467,12121,Red wine
141547985,1730034,Red wine
117476652,1323674,Red wine
1244791,1183262,Red wine
154850769,5782833,Red wine
152500851,5420793,Red wine
1511653,76200,White wine
153404220,5612711,Red wine
72229512,1208718,White wine
6042838,1174439,Red wine
36617648,1765100,Red wine
152673670,1837285,Red wine
151569609,5294712,Red wine
150495769,1159453,Red wine
162061961,2343912,Red wine
125417696,2553005,Red wine
142859454,2574565,White wine
156979198,1886517,White wine
18381404,86906,Red wine
143409299,1166283,Red wine
22378629,1518396,White wine
1481082,1224369,Sparkling wine
142753171,7482,Red wine
86952755,3849291,Red wine
26394527,1165635,Red wine
17412201,1197440,White wine
3073048,1495857,White wine
143549267,1150932,Red wine
152924905,5483520,Red wine
19417892,1251267,Red wine
30520606,1783866,Red wine
155206571,5831132,Red wine
150192945,3211212,Red wine
2071665,1481249,Red wine
141727020,4364558,Red wine
3639850,10646,Red wine
14729598,1134884,Red wine
142547400,87318,Red wine
15900557,1304684,Red wine
126793540,1313426,Red wine
44293343,21874,White wine
6381876,1585871,Red wine
144314937,2581810,White wine
149950064,1852109,White wine
54338377,1709136,Red wine
34758068,1170442,White wine
159262657,6618043,Red wine
159754834,7054027,Red wine
5963893,1147573,Red wine
19817389,1984426,Red wine
153392047,5587116,Red wine
144596669,89539,Red wine
19398498,1146832,Red wine
1282517,1202616,Red wine
82017852,1913692,Red wine
99702662,2320656,Red wine
148090982,3920681,Red wine
119860551,1252418,Red wine
68668147,3885114,Red wine
38809915,2484346,White wine
124849011,2643197,Red wine
21904104,1716564,Red wine
4464652,1734235,Red wine
154857056,5778088,Red wine
26406504,1657820,Red wine
5881325,2415281,Sparkling wine
147286734,4919586,Red wine
158227526,6589228,White wine
155748692,1986265,White wine
57861913,1733949,Red wine
12696778,2676888,Red wine
157100249,2353946,White wine
14213911,1258420,Red wine
141846165,2205410,White wine
150816663,1574233,Red wine
147201451,4910164,Red wine
157749986,6527799,Red wine
154854908,5782254,Red wine
96242319,4060652,Red wine
2009388,1278163,Red wine
161165189,7441993,White wine
39181258,3409339,Red wine
29934836,1865671,Red wine
1185186,1145713,Red wine
148027044,1225651,Red wine
76175344,1227522,Red wine
91189006,1149325,Red wine
34362081,1171152,Red wine
9151101,88524,Red wine
3910675,1620078,White wine
55516870,1211162,Red wine
15394046,1912232,Red wine
24938929,1204396,White wine
141500208,3765167,Red wine
159927555,7126826,Red wine
104980044,4158758,Red wine
163201659,8016416,Red wine
19497730,94905,Red wine
145769470,3765250,Red wine
146092395,4778368,Red wine
2985817,1115247,Red wine
27521570,1670943,White wine
156191811,6101061,Red wine
152893279,1720476,Red wine
18808696,2128762,Red wine
155101872,5844951,Red wine
46538266,1277166,Red wine
2931769,743,Red wine
155863130,3978878,Red wine
148055698,3645367,Red wine
24203944,2426781,Red wine
158458125,6712868,Red wine
8225964,1112415,Red wine
49244631,3853825,Red wine
152772859,5477356,Red wine
28471644,3265790,Red wine
61053570,1535667,Red wine
155011998,5811009,Red wine
21436559,1924122,Red wine
150450111,2250539,Red wine
98105895,96798,White wine
1567861,78544,Red wine
20430540,1574413,Red wine
19612680,1149402,Red wine
18616527,1880935,Red wine
6789,6155,Red wine
2308834,1146411,White wine
26364288,2479866,Red wine
143394394,4384473,White wine
20848125,2802897,Red wine
30321310,78545,Red wine
116596467,1119713,Red wine
144749523,2934223,Red wine
156467698,6172116,Red wine
15017277,83473,Red wine
2567752,1165177,Red wine
158593268,6760330,Red wine
9488010,1182573,Red wine
32902246,1193785,Red wine
153299460,5579563,White wine
17734340,1270666,Red wine
152121684,1130737,Red wine
5055800,9872,Red wine
133882527,1779134,Red wine
37677584,1615475,Red wine
14924361,2340160,Red wine
9167113,2655289,Red wine
135636041,20134,Red wine
5387799,1742638,Red wine
150945938,1184150,Red wine
143224797,1215577,Red wine
23708704,1141766,Red wine
155293037,5891165,Red wine
32029313,1993933,Red wine
75394831,1168984,White wine
147451368,1389900,Red wine
29764224,1127740,White wine
8831648,1145524,Red wine
152852832,5422357,White wine
146395868,4539894,Red wine
146050007,3490597,White wine
27872880,83954,Red wine
152072136,1538291,White wine
162788525,7889769,Red wine
17985797,1168653,Red wine
149010579,3230914,Red wine
1546686,1212272,Red wine
152222801,15148,Red wine
24046431,1991030,Red wine
23000060,1451764,Red wine
155244883,2302444,Red wine
100342144,4152472,Red wine
146468632,1738415,Red wine
14637328,1145167,Red wine
152187039,5359953,White wine
143660860,12432,Red wine
1267971,1195440,Red wine
21351307,1224707,Red wine
2833165,1143298,Red wine
160772627,23911,White wine
6472856,1320145,Red wine
104238730,2262122,Red wine
54496330,2506999,Red wine
119466949,4236654,White wine
152495781,4835815,Red wine
94183658,1694613,Red wine
26170828,779190,Red wine
20018875,1220202,Red wine
148878207,5077598,Red wine
148150127,5007190,Red wine
145796476,2739283,Red wine
156933220,6273636,Red wine
157673771,6502730,Red wine
144838281,3935973,Red wine
51348785,1776094,Red wine
141548045,2264726,White wine
33668306,81574,White wine
14446519,8170,Red wine
156584625,4136914,Red wine
2802828,1746624,Red wine
4688837,1813395,Red wine
20166074,1295314,White wine
14507488,2391898,Red wine
2205986,12388,Red wine
18037231,2018583,Red wine
40227925,1152952,Red wine
127654108,1436940,Red wine
142495171,19323,Red wine
153141045,2778245,Red wine
145954823,8494,Red wine
152691318,1134059,White wine
17397892,2147260,Red wine
58815393,21778,Red wine
25552692,1137407,Red wine
18871193,2887036,Red wine
16266191,81584,Red wine
143818993,4518254,Red wine
141145345,2924230,Red wine
35018389,1161257,Red wine
147040267,1162157,Red wine
18650523,1119731,Red wine
154358096,5666339,Red wine
5040810,14206,Red wine
21532612,1208149,Red wine
23988855,82654,Red wine
2814569,1250632,Red wine
1556288,1177703,Sparkling wine
23268333,1401529,Red wine
34965952,3384125,Red wine
152161427,82315,White wine
152959130,3679313,Red wine
2592016,1672990,Red wine
5598807,86174,Red wine
39712508,87764,Red wine
2578406,1668977,Red wine
142441623,1723258,Red wine
1162303,7152,Red wine
25229348,89531,Red wine
97695860,89532,Red wine
100983709,1186975,Red wine
5358666,2069879,White wine
56925750,13678,White wine
127301610,81586,Red wine
51047657,1532183,Red wine
17142898,1909650,Red wine
133210212,3383873,Red wine
142408681,78383,Red wine
150375521,1321984,Red wine
15819056,921,Red wine
31768969,1437656,Red wine
3955928,2081606,Red wine
145807625,4530267,Red wine
24232487,1879106,Red wine
16957797,1136977,Red wine
14434178,1190579,Red wine
137791110,1744102,Red wine
18591825,2397723,Red wine
157598983,1209314,Red wine
76794438,1902484,Red wine
156834955,6262329,Red wine
19467335,1179874,Red wine
19488584,1823670,Red wine
24654134,1635648,Red wine
5567822,2390376,Red wine
141164476,3743976,Red wine
146948030,1923469,Red wine
152245843,5372573,White wine
43313137,3835818,Red wine
4158639,705,Red wine
143022273,4249579,Red wine
2570024,1665693,Red wine
22837695,1365215,Red wine
3418445,1589358,Red wine
150024928,4568664,Red wine
15217229,1123304,Red wine
146513495,1999863,Red wine
3551724,1251377,Red wine
160167939,6996757,Red wine
33816192,2727638,White wine
144065018,1168640,Red wine
2690492,1707225,Red wine
4018704,2045374,Red wine
44741341,3631002,Red wine
151530115,5233742,Sparkling wine
144029926,81591,Red wine
1319646,1218321,Red wine
2757748,1690531,Red wine
49369647,1162022,Red wine
62884759,2301615,Red wine
9047480,89921,Red wine
16468471,1211129,Red wine
152517874,19448,Red wine
140647510,3033595,Red wine
2144339,23907,Red wine
146439048,2596912,Red wine
18404885,1726242,Red wine
141560943,1170595,Red wine
29792061,6370,Red wine
23042787,1694917,Red wine
26377829,3519032,Red wine
23557158,2361448,Red wine
155696225,5825202,Red wine
125400258,69314,Red wine
29166110,1145509,Red wine
141199856,1386647,Red wine
146843219,4868371,Red wine
2021172,13675,Red wine
24186137,23912,White wine
141430763,2699,Red wine
158801726,6826509,Red wine
141556083,4320448,Red wine
145440975,2707505,Red wine
155500952,5823427,Red wine
6212401,1708412,Red wine
38115685,13665,Red wine
18196135,1262193,Red wine
2154002,1162796,Red wine
1388765,1158237,Red wine
148331605,4977931,Red wine
20074714,1658775,Red wine
156671249,6216030,Red wine
16523210,83098,Red wine
1893856,68734,Red wine
155520670,5943478,Red wine
2967340,83104,Red wine
116429449,1146398,Red wine
154656877,5731094,White wine
155010186,5821608,Red wine
150559083,2020444,Red wine
157384491,1176016,Red wine
144425397,1636600,White wine
5633299,1165408,Red wine
18061665,1151276,Red wine
34142618,3725946,Red wine
1663473,23909,Red wine
19675572,2015937,White wine
148666263,3774480,Red wine
30199434,1649652,Red wine
135485527,1308605,White wine
17887504,1513,Red wine
17182799,75546,Red wine
153216766,5514105,White wine
126522825,82293,White wine
21263792,2069145,Red wine
35162391,1126665,Red wine
22291447,1223936,Red wine
143792613,2164939,Red wine
17523659,1125021,Red wine
32709768,1365013,White wine
2853614,1752795,Red wine
15214731,2342567,White wine
42395785,3733,Red wine
160375824,4481148,Red wine
4558533,13669,Red wine
12371362,2258604,Red wine
6109248,2423249,Red wine
158644062,6467054,Red wine
50975350,1208402,Red wine
15955641,1196135,Red wine
161508530,7528655,Red wine
17220590,1668955,Red wine
31981715,8268,White wine
22986968,4443,Red wine
4234057,1709943,White wine
151441057,5206529,Red wine
37960519,1134868,Red wine
105468736,1142054,Red wine
25063177,1931324,Red wine
22795342,1142784,Red wine
4727382,1452452,Red wine
17206588,1222002,Red wine
19718081,23135,Red wine
92521156,1162010,Red wine
113017444,2561176,Red wine
12062757,2691098,Red wine
155853462,6021198,Red wine
31955947,3666273,Red wine
143041835,4399827,Red wine
1853707,19488,Fortified Wine
135838604,1267816,Red wine
2334492,1581627,Sparkling wine
1495176,1138545,Red wine
97253055,1360992,Red wine
5108373,1155054,Red wine
158827628,6833853,Red wine
2547125,1162868,Red wine
29106411,6367,Red wine
17203738,1371396,Red wine
17223115,1819517,Red wine
15666850,68744,Red wine
1187801,1149656,Red wine
14425567,1127790,Red wine
154785625,5764170,Red wine
23708573,1241488,Red wine
16601158,1207708,Red wine
10609371,1146498,Red wine
17170516,1135533,Red wine
30050709,2301220,White wine
20496699,1208326,Red wine
6738558,3709,Red wine
5297883,2066634,Red wine
142110638,4212639,White wine
20245371,1795172,Red wine
14818422,2235,Red wine
24381816,1258192,Red wine
21873460,3770,Red wine
14742618,8274,White wine
17854245,2148217,Red wine
19750924,1205173,Red wine
3386356,23908,Red wine
26695689,1214301,Red wine
48745072,5191,Red wine
22007534,2503320,Red wine
7352106,1206786,White wine
156358981,5795241,Red wine
155361870,5907960,Red wine
3961544,87584,Red wine
17295582,1142052,Red wine
6655561,2480653,Sparkling wine
153116186,4401105,Red wine
10805964,2777055,Red wine
142716306,2682995,Red wine
151273956,3887435,Red wine
30851593,2686593,Red wine
21009529,3057856,Red wine
40581134,1944341,Red wine
156426020,6161334,Red wine
156274903,6123217,Red wine
17244919,2487733,Red wine
16894156,1711316,Red wine
66376601,1391866,Red wine
20266007,2565516,Red wine
18883736,1796815,Red wine
15077600,2314368,Red wine
156998296,1222277,White wine
5272658,13493,Red wine
157105780,6332797,Red wine
34384035,1136183,Red wine
14341168,66314,Red wine
26098894,2549198,Red wine
19259688,1147652,Red wine
18938722,81585,Red wine
89772903,3870111,Red wine
22040957,1290236,Red wine
151003790,7158,Red wine
15227415,1184211,Red wine
15184066,1680517,Red wine
14565552,1462538,White wine
17477064,1142302,Red wine
24444238,2698,Red wine
67272791,1264489,Red wine
13506804,1242029,Red wine
151158688,1188412,Sparkling wine
15794729,1726155,Red wine
64369067,3938538,Red wine
141822273,86153,Red wine
16705868,1187897,Red wine
156552698,4470850,White wine
1390257,19426,Red wine
14338910,918,Red wine
144258731,1137404,Red wine
157604055,6481014,Red wine
124858341,1534651,Red wine
2031460,1129566,White wine
2120660,1508153,Sparkling wine
19038850,1188355,Red wine
4284488,17431,White wine
4076405,2065758,White wine
5130157,18350,White wine
1966980,1307599,Red wine
145755250,2500309,White wine
152370564,1500139,Red wine
145368027,1700377,White wine
24022582,1222050,Red wine
149405147,5046905,Red wine
8248512,1757218,Red wine
2592223,1403248,Fortified Wine
26365072,1220684,White wine
18195032,1501738,Red wine
149149525,5101674,Red wine
21476286,1514914,Red wine
3757216,2043733,Sparkling wine
2409305,1290765,White wine
29578266,1262315,Red wine
5160570,1471454,Red wine
27834937,1224384,Red wine
148324830,2871035,Red wine
90477696,3837222,Red wine
58542200,1915266,Red wine
19617746,3257351,White wine
2349667,1587812,White wine
141497516,1790269,White wine
157013221,1232132,White wine
1665241,18335,Red wine
42223347,2657263,Red wine
153051325,5197428,White wine
28659591,1459357,White wine
159575253,1910513,White wine
2215694,1433206,White wine
4905482,65504,Red wine
143706214,4295644,Red wine
2935936,1230417,Fortified Wine
149671781,5145182,Red wine
160676172,7172679,White wine
156788872,6251772,Sparkling wine
143807921,97950,White wine
134918680,1812835,White wine
3180515,1870840,Red wine
4121871,1254191,White wine
159593100,7041845,White wine
19303426,1270942,Red wine
10627020,1150726,Red wine
1544639,1296705,Red wine
15754205,1308717,Red wine
153027869,5023424,Red wine
3034074,1193729,Red wine
151586580,5296097,Red wine
1829405,17441,White wine
42748656,3186747,Red wine
133662253,1899339,Red wine
151515584,74261,Red wine
11899374,1143110,Red wine
2053787,18353,White wine
4963716,1957267,Fortified Wine
3930994,1135323,White wine
20599522,1491344,Red wine
160999598,1539144,White wine
1300622,2555,White wine
25212424,2356384,Red wine
157070953,6316169,Red wine
27179563,1407688,Red wine
26230723,1627559,Red wine
1897723,1230020,Sparkling wine
145960227,88109,Red wine
118871279,1232986,Red wine
105150188,1526918,Red wine
8268443,1203092,Red wine
1468299,1277459,Red wine
